Site,Treatment,Plot,Trap,Species,Family,Growthform,Dispersalmode,SuccessionalStage,SeedSize,seedsSum,seedSizeCat,Seed_deposition_rate
SG,C,B,3,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,9,<5 mm trees,12
SG,C,B,3,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,4,5-10 mm trees,5.333333333
SG,C,B,3,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,348,<5 mm trees,464
SG,C,B,3,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,76,shrubs,101.3333333
SG,C,B,3,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,4,<5 mm trees,5.333333333
SG,C,B,3,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,103,shrubs,137.3333333
SG,C,B,3,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,72,<5 mm trees,96
SG,C,B,3,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,11,<5 mm trees,14.66666667
SG,C,B,3,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,C,B,3,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,C,B,3,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,201,shrubs,268
SG,C,B,3,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
SG,C,B,3,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,104,shrubs,138.6666667
SG,C,B,3,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,216,shrubs,288
SG,C,B,3,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
SG,C,B,3,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,210,shrubs,280
SG,C,B,3,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,814,shrubs,1085.333333
SG,C,B,3,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
SG,C,B,3,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,47,shrubs,62.66666667
SG,C,B,7.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,250,shrubs,333.3333333
SG,C,B,7.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
SG,C,B,7.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,38,<5 mm trees,50.66666667
SG,C,B,7.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,3264,<5 mm trees,4352
SG,C,B,7.5,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,70,<5 mm trees,93.33333333
SG,C,B,7.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,12,5-10 mm trees,16
SG,C,B,7.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,336,<5 mm trees,448
SG,C,B,7.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,201,shrubs,268
SG,C,B,7.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,14,<5 mm trees,18.66666667
SG,C,B,7.5,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,76,shrubs,101.3333333
SG,C,B,7.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,46,<5 mm trees,61.33333333
SG,C,B,7.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,28,<5 mm trees,37.33333333
SG,C,B,7.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
SG,C,B,7.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,19,<5 mm trees,25.33333333
SG,C,B,7.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,C,B,7.5,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,12,shrubs,16
SG,C,B,7.5,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,8,shrubs,10.66666667
SG,C,B,7.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,6,shrubs,8
SG,C,B,7.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,165,shrubs,220
SG,C,B,7.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,977,shrubs,1302.666667
SG,C,B,7.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
SG,C,B,7.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,80,shrubs,106.6666667
SG,C,C,1,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
SG,C,C,1,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,C,C,1,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,9,<5 mm trees,12
SG,C,C,1,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,2,5-10 mm trees,2.666666667
SG,C,C,1,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,137,<5 mm trees,182.6666667
SG,C,C,1,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,72,shrubs,96
SG,C,C,1,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,7,<5 mm trees,9.333333333
SG,C,C,1,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,286,<5 mm trees,381.3333333
SG,C,C,1,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,13,shrubs,17.33333333
SG,C,C,1,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,53,shrubs,70.66666667
SG,C,C,1,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,90,shrubs,120
SG,C,C,1,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,54,shrubs,72
SG,C,C,1,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,14,shrubs,18.66666667
SG,C,C,2,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
SG,C,C,2,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,5,<5 mm trees,6.666666667
SG,C,C,2,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,C,C,2,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,2,5-10 mm trees,2.666666667
SG,C,C,2,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,147,<5 mm trees,196
SG,C,C,2,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,48,shrubs,64
SG,C,C,2,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,4,<5 mm trees,5.333333333
SG,C,C,2,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,658,<5 mm trees,877.3333333
SG,C,C,2,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,C,C,2,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,C,2,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,46,shrubs,61.33333333
SG,C,C,2,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,38,shrubs,50.66666667
SG,C,C,2,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,30,shrubs,40
SG,C,C,2,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,22,shrubs,29.33333333
SG,C,C,7.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,10,shrubs,13.33333333
SG,C,C,7.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
SG,C,C,7.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,12,<5 mm trees,16
SG,C,C,7.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
SG,C,C,7.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,654,<5 mm trees,872
SG,C,C,7.5,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,C,C,7.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,2,5-10 mm trees,2.666666667
SG,C,C,7.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,175,<5 mm trees,233.3333333
SG,C,C,7.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,53,shrubs,70.66666667
SG,C,C,7.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,15,<5 mm trees,20
SG,C,C,7.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,561,<5 mm trees,748
SG,C,C,7.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,8,<5 mm trees,10.66666667
SG,C,C,7.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,C,7.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,C,C,7.5,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,13,shrubs,17.33333333
SG,C,C,7.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,C,7.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,29,shrubs,38.66666667
SG,C,C,7.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,102,shrubs,136
SG,C,C,7.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,66,shrubs,88
SG,C,C,7.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,15,shrubs,20
SG,C,C,7.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
SG,C,C,7.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,54,shrubs,72
SG,C,D,3,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,80,shrubs,106.6666667
SG,C,D,3,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,75,shrubs,100
SG,C,D,3,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,25,<5 mm trees,33.33333333
SG,C,D,3,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,52,<5 mm trees,69.33333333
SG,C,D,3,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,59,<5 mm trees,78.66666667
SG,C,D,3,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,10,<5 mm trees,13.33333333
SG,C,D,3,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,5,5-10 mm trees,6.666666667
SG,C,D,3,FIC_SP2,Moraceae,CT,Animal-dispersed,Both,1,37,<5 mm trees,49.33333333
SG,C,D,3,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,502,<5 mm trees,669.3333333
SG,C,D,3,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,1582,shrubs,2109.333333
SG,C,D,3,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,50,<5 mm trees,66.66666667
SG,C,D,3,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,10,shrubs,13.33333333
SG,C,D,3,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,180,<5 mm trees,240
SG,C,D,3,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
SG,C,D,3,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,97,shrubs,129.3333333
SG,C,D,3,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,109,<5 mm trees,145.3333333
SG,C,D,3,PER_LEP,Loranthaceae,Shrub,Animal-dispersed,Both,NA,4,shrubs,5.333333333
SG,C,D,3,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,42,<5 mm trees,56
SG,C,D,3,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,7,shrubs,9.333333333
SG,C,D,3,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,20,shrubs,26.66666667
SG,C,D,3,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,D,3,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,D,3,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,1200,shrubs,1600
SG,C,D,3,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,534,shrubs,712
SG,C,D,3,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,5,shrubs,6.666666667
SG,C,D,3,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
SG,C,D,3,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,3,<5 mm trees,4
SG,C,D,3,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,236,shrubs,314.6666667
SG,C,D,5.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,77,<5 mm trees,102.6666667
SG,C,D,5.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,84,<5 mm trees,112
SG,C,D,5.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,165,<5 mm trees,220
SG,C,D,5.5,COR_ERI,Boraginaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
SG,C,D,5.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,8,5-10 mm trees,10.66666667
SG,C,D,5.5,FIC_SP2,Moraceae,CT,Animal-dispersed,Both,1,10,<5 mm trees,13.33333333
SG,C,D,5.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,443,<5 mm trees,590.6666667
SG,C,D,5.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,1736,shrubs,2314.666667
SG,C,D,5.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,5,<5 mm trees,6.666666667
SG,C,D,5.5,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,29,shrubs,38.66666667
SG,C,D,5.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,158,<5 mm trees,210.6666667
SG,C,D,5.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,3,<5 mm trees,4
SG,C,D,5.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,15,shrubs,20
SG,C,D,5.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,78,<5 mm trees,104
SG,C,D,5.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
SG,C,D,5.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,643,<5 mm trees,857.3333333
SG,C,D,5.5,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,D,5.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,557,shrubs,742.6666667
SG,C,D,5.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,29,shrubs,38.66666667
SG,C,D,5.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,2411,shrubs,3214.666667
SG,C,D,5.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,418,shrubs,557.3333333
SG,C,D,5.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,4,shrubs,5.333333333
SG,C,D,5.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,76,<5 mm trees,101.3333333
SG,C,D,5.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,190,shrubs,253.3333333
SG,C,D,6.5,ALC_LAT,Euphorbiaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,C,D,6.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,42,<5 mm trees,56
SG,C,D,6.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,187,<5 mm trees,249.3333333
SG,C,D,6.5,CLI_ANC,Asteraceae,Shrub,Animal-dispersed,Early,1,11,shrubs,14.66666667
SG,C,D,6.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,644,<5 mm trees,858.6666667
SG,C,D,6.5,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
SG,C,D,6.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,14,5-10 mm trees,18.66666667
SG,C,D,6.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,292,<5 mm trees,389.3333333
SG,C,D,6.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2032,shrubs,2709.333333
SG,C,D,6.5,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,57,shrubs,76
SG,C,D,6.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,135,<5 mm trees,180
SG,C,D,6.5,MIC_SCH,Melastomataceae,UT,Animal-dispersed,Early,1,20,<5 mm trees,26.66666667
SG,C,D,6.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
SG,C,D,6.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,5,shrubs,6.666666667
SG,C,D,6.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,317,<5 mm trees,422.6666667
SG,C,D,6.5,PER_LEP,Loranthaceae,Shrub,Animal-dispersed,Both,NA,2,shrubs,2.666666667
SG,C,D,6.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,103,<5 mm trees,137.3333333
SG,C,D,6.5,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,28,shrubs,37.33333333
SG,C,D,6.5,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,32,shrubs,42.66666667
SG,C,D,6.5,SOL_APH,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,D,6.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,648,shrubs,864
SG,C,D,6.5,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,C,D,6.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,273,shrubs,364
SG,C,D,6.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,3939,shrubs,5252
SG,C,D,6.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,524,shrubs,698.6666667
SG,C,D,6.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
SG,C,D,6.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,C,D,6.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,133,shrubs,177.3333333
SG,I,A,-5.5,ALC_LAT,Euphorbiaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,-5.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,143,<5 mm trees,190.6666667
SG,I,A,-5.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,42,<5 mm trees,56
SG,I,A,-5.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,I,A,-5.5,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,8,5-10 mm trees,10.66666667
SG,I,A,-5.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,290,<5 mm trees,386.6666667
SG,I,A,-5.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,-5.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,-5.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,-5.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,I,A,-5.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,7,shrubs,9.333333333
SG,I,A,-5.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,19,shrubs,25.33333333
SG,I,A,-5.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
SG,I,A,-5.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,18,shrubs,24
SG,I,A,1,AEG_VAL,Lamiaceae,CT,Animal-dispersed,Late,1,1,<5 mm trees,1.333333333
SG,I,A,1,ALL_PSI,Sapindaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
SG,I,A,1,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,354,<5 mm trees,472
SG,I,A,1,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,120,<5 mm trees,160
SG,I,A,1,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,37,<5 mm trees,49.33333333
SG,I,A,1,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,2,5-10 mm trees,2.666666667
SG,I,A,1,FIC_AME,Moraceae,CT,Animal-dispersed,Both,1,15,<5 mm trees,20
SG,I,A,1,FIC_COL,Moraceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
SG,I,A,1,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,332,<5 mm trees,442.6666667
SG,I,A,1,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,3,<5 mm trees,4
SG,I,A,1,MIC_SCH,Melastomataceae,UT,Animal-dispersed,Early,1,265,<5 mm trees,353.3333333
SG,I,A,1,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,7,<5 mm trees,9.333333333
SG,I,A,1,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,I,A,1,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,18,<5 mm trees,24
SG,I,A,1,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
SG,I,A,1,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,153,<5 mm trees,204
SG,I,A,1,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
SG,I,A,1,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
SG,I,A,1,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,10,shrubs,13.33333333
SG,I,A,1,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
SG,I,A,1,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,4,shrubs,5.333333333
SG,I,A,1,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
SG,I,A,1,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
SG,I,A,1,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
SG,I,A,1,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,5,shrubs,6.666666667
SG,I,A,4,ACN_ARB,Solanaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,4,ALC_LAT,Euphorbiaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,4,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
SG,I,A,4,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,189,<5 mm trees,252
SG,I,A,4,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,16,<5 mm trees,21.33333333
SG,I,A,4,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
SG,I,A,4,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,4,5-10 mm trees,5.333333333
SG,I,A,4,FIC_COL,Moraceae,CT,Animal-dispersed,Both,1,10,<5 mm trees,13.33333333
SG,I,A,4,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,283,<5 mm trees,377.3333333
SG,I,A,4,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,4,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
SG,I,A,4,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,2,<5 mm trees,2.666666667
SG,I,A,4,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
SG,I,A,4,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
SG,I,A,4,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,15,<5 mm trees,20
SG,I,A,4,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
SG,I,A,4,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,9,shrubs,12
SG,I,A,4,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
SG,I,A,4,TER_AMA,Combretaceae,CT,Wind-dispersed,Late,1,1,<5 mm trees,1.333333333
SG,I,A,4,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
SG,I,A,4,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,5,shrubs,6.666666667
SG,I,A,4,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,4,shrubs,5.333333333
SG,I,A,4,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
SG,I,A,4,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,6,shrubs,8
SG,I,B,0,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
SG,I,B,0,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,4575,<5 mm trees,6100
SG,I,B,0,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,15,<5 mm trees,20
SG,I,B,0,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,47,<5 mm trees,62.66666667
SG,I,B,0,COR_ERI,Boraginaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
SG,I,B,0,ERY_POE,Fabaceae,CT,Wind-dispersed,NA,2,10,5-10 mm trees,13.33333333
SG,I,B,0,FIC_COL,Moraceae,CT,Animal-dispersed,Both,1,3,<5 mm trees,4
SG,I,B,0,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,23,<5 mm trees,30.66666667
SG,I,B,0,HYO_ELE,Arecaceae,UP,Animal-dispersed,Late,1,1,<5 mm trees,1.333333333
SG,I,B,0,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,7,shrubs,9.333333333
SG,I,B,0,MIC_SCH,Melastomataceae,UT,Animal-dispersed,Early,1,1050,<5 mm trees,1400
SG,I,B,0,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,14,<5 mm trees,18.66666667
