Site,Treatment,Plot,Trap,Species,Family,Growthform,Dispersalmode,SuccessionalStage,SeedSize,seedsSum,seedSizeCat,Seed_deposition_rate
BB,C,A,0,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,142,shrubs,189.3333333
BB,C,A,0,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,92,shrubs,122.6666667
BB,C,A,0,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,3,<5 mm trees,4
BB,C,A,0,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,A,0,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,4861,<5 mm trees,6481.333333
BB,C,A,0,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,102,<5 mm trees,136
BB,C,A,0,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,189,shrubs,252
BB,C,A,0,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,11,<5 mm trees,14.66666667
BB,C,A,0,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,35,<5 mm trees,46.66666667
BB,C,A,0,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,8,<5 mm trees,10.66666667
BB,C,A,0,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,39,shrubs,52
BB,C,A,0,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,A,0,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,45,shrubs,60
BB,C,A,0,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,A,0,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,A,0,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,A,0,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,9,shrubs,12
BB,C,A,0,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,2229,shrubs,2972
BB,C,A,0,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,127,shrubs,169.3333333
BB,C,A,0,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
BB,C,A,0,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,11,<5 mm trees,14.66666667
BB,C,A,0,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,8,shrubs,10.66666667
BB,C,A,3,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,1370,shrubs,1826.666667
BB,C,A,3,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,274,shrubs,365.3333333
BB,C,A,3,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
BB,C,A,3,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,7,<5 mm trees,9.333333333
BB,C,A,3,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,5292,<5 mm trees,7056
BB,C,A,3,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,A,3,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,71,<5 mm trees,94.66666667
BB,C,A,3,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,116,shrubs,154.6666667
BB,C,A,3,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,6,<5 mm trees,8
BB,C,A,3,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,A,3,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,34,<5 mm trees,45.33333333
BB,C,A,3,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
BB,C,A,3,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,59,shrubs,78.66666667
BB,C,A,3,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,7,shrubs,9.333333333
BB,C,A,3,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,10,shrubs,13.33333333
BB,C,A,3,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,727,shrubs,969.3333333
BB,C,A,3,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,147,shrubs,196
BB,C,A,3,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,9,shrubs,12
BB,C,A,3,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,A,3,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,6,<5 mm trees,8
BB,C,A,7.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,219,shrubs,292
BB,C,A,7.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,366,shrubs,488
BB,C,A,7.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,8,<5 mm trees,10.66666667
BB,C,A,7.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,1834,<5 mm trees,2445.333333
BB,C,A,7.5,HAM_APP,Malvaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,A,7.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,64,<5 mm trees,85.33333333
BB,C,A,7.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,275,shrubs,366.6666667
BB,C,A,7.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,36,<5 mm trees,48
BB,C,A,7.5,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,A,7.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,55,<5 mm trees,73.33333333
BB,C,A,7.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,A,7.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,52,shrubs,69.33333333
BB,C,A,7.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,A,7.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
BB,C,A,7.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,36,shrubs,48
BB,C,A,7.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,1548,shrubs,2064
BB,C,A,7.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,539,shrubs,718.6666667
BB,C,A,7.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,19,shrubs,25.33333333
BB,C,A,7.5,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,A,7.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,A,7.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,10,shrubs,13.33333333
BB,C,B,1,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,90,shrubs,120
BB,C,B,1,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,10,shrubs,13.33333333
BB,C,B,1,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,B,1,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,3969,<5 mm trees,5292
BB,C,B,1,FIC_AME,Moraceae,CT,Animal-dispersed,Both,1,25,<5 mm trees,33.33333333
BB,C,B,1,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,340,<5 mm trees,453.3333333
BB,C,B,1,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,82,<5 mm trees,109.3333333
BB,C,B,1,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,29,shrubs,38.66666667
BB,C,B,1,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,B,1,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,20,shrubs,26.66666667
BB,C,B,1,STA_OCC,Staphyleaceae,CT,Animal-dispersed,Early,2,1,5-10 mm trees,1.333333333
BB,C,B,1,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,1642,shrubs,2189.333333
BB,C,B,1,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,282,shrubs,376
BB,C,B,1,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,8,shrubs,10.66666667
BB,C,B,1,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,B,1,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,85,shrubs,113.3333333
BB,C,B,2.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,15,shrubs,20
BB,C,B,2.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,16,<5 mm trees,21.33333333
BB,C,B,2.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,B,2.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,4148,<5 mm trees,5530.666667
BB,C,B,2.5,COR_ERI,Boraginaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
BB,C,B,2.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,300,<5 mm trees,400
BB,C,B,2.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,60,<5 mm trees,80
BB,C,B,2.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,149,shrubs,198.6666667
BB,C,B,2.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
BB,C,B,2.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,3,<5 mm trees,4
BB,C,B,2.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
BB,C,B,2.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,6,shrubs,8
BB,C,B,2.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,897,shrubs,1196
BB,C,B,2.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,162,shrubs,216
BB,C,B,2.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,8,shrubs,10.66666667
BB,C,B,2.5,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,B,2.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
BB,C,B,2.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,52,shrubs,69.33333333
BB,C,B,4.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,15,shrubs,20
BB,C,B,4.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
BB,C,B,4.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
BB,C,B,4.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,B,4.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,2788,<5 mm trees,3717.333333
BB,C,B,4.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,311,<5 mm trees,414.6666667
BB,C,B,4.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,6,shrubs,8
BB,C,B,4.5,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,12,<5 mm trees,16
BB,C,B,4.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,92,<5 mm trees,122.6666667
BB,C,B,4.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,23,shrubs,30.66666667
BB,C,B,4.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,3,<5 mm trees,4
BB,C,B,4.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,B,4.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,B,4.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,66,shrubs,88
BB,C,B,4.5,STA_OCC,Staphyleaceae,CT,Animal-dispersed,Early,2,1,5-10 mm trees,1.333333333
BB,C,B,4.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,903,shrubs,1204
BB,C,B,4.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,93,shrubs,124
BB,C,B,4.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
BB,C,B,4.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,29,shrubs,38.66666667
BB,C,C,0.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,539,shrubs,718.6666667
BB,C,C,0.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
BB,C,C,0.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
BB,C,C,0.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,6184,<5 mm trees,8245.333333
BB,C,C,0.5,FIC_COL,Moraceae,CT,Animal-dispersed,Both,1,30,<5 mm trees,40
BB,C,C,0.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,264,<5 mm trees,352
BB,C,C,0.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,80,shrubs,106.6666667
BB,C,C,0.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,67,<5 mm trees,89.33333333
BB,C,C,0.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,27,<5 mm trees,36
BB,C,C,0.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,C,0.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
BB,C,C,0.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,1018,shrubs,1357.333333
BB,C,C,0.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,1181,shrubs,1574.666667
BB,C,C,0.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
BB,C,C,0.5,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,C,0.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,C,0.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
BB,C,C,2,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,362,shrubs,482.6666667
BB,C,C,2,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,2,shrubs,2.666666667
BB,C,C,2,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
BB,C,C,2,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,7715,<5 mm trees,10286.66667
BB,C,C,2,COR_ERI,Boraginaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
BB,C,C,2,FIC_AME,Moraceae,CT,Animal-dispersed,Both,1,15,<5 mm trees,20
BB,C,C,2,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,261,<5 mm trees,348
BB,C,C,2,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,220,shrubs,293.3333333
BB,C,C,2,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,C,2,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,53,<5 mm trees,70.66666667
BB,C,C,2,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,5,shrubs,6.666666667
BB,C,C,2,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,3,<5 mm trees,4
BB,C,C,2,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,17,<5 mm trees,22.66666667
BB,C,C,2,RUB_ROS,Rosaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,C,2,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,4,shrubs,5.333333333
BB,C,C,2,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,4,shrubs,5.333333333
BB,C,C,2,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,654,shrubs,872
BB,C,C,2,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,237,shrubs,316
BB,C,C,2,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,C,2,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,C,2,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,5,shrubs,6.666666667
BB,C,C,7.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,517,shrubs,689.3333333
BB,C,C,7.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,5,<5 mm trees,6.666666667
BB,C,C,7.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,1,<5 mm trees,1.333333333
BB,C,C,7.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,15274,<5 mm trees,20365.33333
BB,C,C,7.5,FIC_AME,Moraceae,CT,Animal-dispersed,Both,1,16,<5 mm trees,21.33333333
BB,C,C,7.5,FIC_COL,Moraceae,CT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
BB,C,C,7.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,279,<5 mm trees,372
BB,C,C,7.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,156,shrubs,208
BB,C,C,7.5,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,C,7.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,73,<5 mm trees,97.33333333
BB,C,C,7.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,83,<5 mm trees,110.6666667
BB,C,C,7.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,7,shrubs,9.333333333
BB,C,C,7.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,C,7.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,5,<5 mm trees,6.666666667
BB,C,C,7.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,16,<5 mm trees,21.33333333
BB,C,C,7.5,SEN_PAP,Fabaceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
BB,C,C,7.5,SOL_ATU,Solanaceae,Shrub,Animal-dispersed,Both,1,4,shrubs,5.333333333
BB,C,C,7.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,C,7.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,C,7.5,STA_OCC,Staphyleaceae,CT,Animal-dispersed,Early,2,1,5-10 mm trees,1.333333333
BB,C,C,7.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,914,shrubs,1218.666667
BB,C,C,7.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,208,shrubs,277.3333333
BB,C,C,7.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,3,shrubs,4
BB,C,C,7.5,VIB_COS,Adoxaceae,UT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
BB,C,C,7.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
BB,C,C,7.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,4,shrubs,5.333333333
BB,C,D,3,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,180,shrubs,240
BB,C,D,3,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,4,shrubs,5.333333333
BB,C,D,3,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,42,<5 mm trees,56
BB,C,D,3,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,1869,<5 mm trees,2492
BB,C,D,3,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,D,3,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,210,<5 mm trees,280
BB,C,D,3,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,31,shrubs,41.33333333
BB,C,D,3,KOA_PIT,Asteraceae,CT,Wind-dispersed,Early,1,19,<5 mm trees,25.33333333
BB,C,D,3,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,D,3,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,281,<5 mm trees,374.6666667
BB,C,D,3,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,10,<5 mm trees,13.33333333
BB,C,D,3,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,20,shrubs,26.66666667
BB,C,D,3,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
BB,C,D,3,PIP_UMB,Piperaceae,Shrub,Animal-dispersed,Both,1,15,shrubs,20
BB,C,D,3,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
BB,C,D,3,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,D,3,SOL_ATU,Solanaceae,Shrub,Animal-dispersed,Both,1,1,shrubs,1.333333333
BB,C,D,3,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,D,3,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,5,shrubs,6.666666667
BB,C,D,3,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,D,3,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,1970,shrubs,2626.666667
BB,C,D,3,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,208,shrubs,277.3333333
BB,C,D,3,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
BB,C,D,3,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
BB,C,D,3,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,71,shrubs,94.66666667
BB,C,D,5.5,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,151,shrubs,201.3333333
BB,C,D,5.5,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,5,shrubs,6.666666667
BB,C,D,5.5,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,4,<5 mm trees,5.333333333
BB,C,D,5.5,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,3,<5 mm trees,4
BB,C,D,5.5,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,3512,<5 mm trees,4682.666667
BB,C,D,5.5,FRA_PEN,Rhamnaceae,UT,Animal-dispersed,Early,1,13,<5 mm trees,17.33333333
BB,C,D,5.5,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,302,<5 mm trees,402.6666667
BB,C,D,5.5,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,8,shrubs,10.66666667
BB,C,D,5.5,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,202,<5 mm trees,269.3333333
BB,C,D,5.5,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,2,<5 mm trees,2.666666667
BB,C,D,5.5,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,17,shrubs,22.66666667
BB,C,D,5.5,MYR_COR,Primulaceae,CT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,D,5.5,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,4,<5 mm trees,5.333333333
BB,C,D,5.5,PSI_GUA,Myrtaceae,CT,Animal-dispersed,Early,1,6,<5 mm trees,8
BB,C,D,5.5,RUB_URT,Rosaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,D,5.5,SOL_ERY,Solanaceae,Shrub,Animal-dispersed,Early,1,3,shrubs,4
BB,C,D,5.5,SOL_NUD,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,D,5.5,SOL_TOR,Solanaceae,Shrub,Animal-dispersed,Early,1,2,shrubs,2.666666667
BB,C,D,5.5,STA_OCC,Staphyleaceae,CT,Animal-dispersed,Early,2,2,5-10 mm trees,2.666666667
BB,C,D,5.5,VER_ARB,Asteraceae,Shrub,Wind-dispersed,Early,NA,392,shrubs,522.6666667
BB,C,D,5.5,VER_PAT,Asteraceae,Shrub,Wind-dispersed,Early,NA,188,shrubs,250.6666667
BB,C,D,5.5,VER_TUR,Asteraceae,Shrub,Wind-dispersed,Early,NA,7,shrubs,9.333333333
BB,C,D,5.5,VIS_BAC,Hypericaceae,UT,Animal-dispersed,Early,1,1,<5 mm trees,1.333333333
BB,C,D,5.5,ZEX_VIR,Asteraceae,Shrub,Wind-dispersed,Early,NA,20,shrubs,26.66666667
BB,C,D,6,BAC_TRI,Asteraceae,Shrub,Wind-dispersed,Early,NA,86,shrubs,114.6666667
BB,C,D,6,CAL_URT,Asteraceae,Shrub,Wind-dispersed,Early,NA,1,shrubs,1.333333333
BB,C,D,6,CEC_OBT,Urticaceae,CT,Animal-dispersed,Early,1,22,<5 mm trees,29.33333333
BB,C,D,6,CEC_PEL,Urticaceae,CT,Animal-dispersed,Both,1,9,<5 mm trees,12
BB,C,D,6,CON_XAL,Melastomataceae,CT,Animal-dispersed,Early,1,2887,<5 mm trees,3849.333333
BB,C,D,6,COR_ERI,Boraginaceae,CT,Animal-dispersed,Late,2,1,5-10 mm trees,1.333333333
BB,C,D,6,CRO_DRA,Euphorbiaceae,CT,Animal-dispersed,Early,1,19,<5 mm trees,25.33333333
BB,C,D,6,FIC_HAR,Moraceae,CT,Animal-dispersed,Both,1,2,<5 mm trees,2.666666667
BB,C,D,6,HEL_APP,Malvaceae,CT,Wind-dispersed,Early,1,242,<5 mm trees,322.6666667
BB,C,D,6,HET_VIT,Asteraceae,Shrub,Wind-dispersed,Early,NA,12,shrubs,16
BB,C,D,6,LAN_CAM,Verbenaceae,Shrub,Animal-dispersed,Early,1,1,shrubs,1.333333333
BB,C,D,6,LIP_MYR,Verbenaceae,CT,Wind-dispersed,Early,1,181,<5 mm trees,241.3333333
BB,C,D,6,MIC_TRI,Melastomataceae,CT,Animal-dispersed,Early,1,8,<5 mm trees,10.66666667
BB,C,D,6,MON_PIT,Polygalaceae,Shrub,Animal-dispersed,Early,1,8,shrubs,10.66666667
BB,C,D,6,PAL_PAD,Rubiaceae,UT,Animal-dispersed,Both,1,3,<5 mm trees,4
